Entered_By,QAQC_By,Region,Site,Survey_Date,Vert_Transect_Dist_m,Quad_Dist_m,Species,Total_Length,Timed_Count_Conducted,In_Timed_Count,Remote_ID,Whelk_TH_m,Notes
SS,EN,Baja,Punta Morro,5/8/2023,15,13.3,M,24.7,Y,N,NA,0.83,
SS,EN,Baja,Punta Morro,5/8/2023,15,13.3,M,18.85,Y,N,NA,0.83,
SS,EN,Baja,Punta Morro,5/8/2023,15,13.3,M,23.2,Y,N,NA,0.83,
SS,EN,Baja,Punta Morro,5/8/2023,15,13.3,M,25.3,Y,N,NA,0.83,
SS,EN,Baja,Punta Morro,5/8/2023,15,13.3,M,21.5,Y,N,NA,0.83,
SS,EN,Baja,Punta Morro,5/8/2023,15,13.3,M,23.85,Y,N,NA,0.83,
SS,EN,Baja,Punta Morro,5/8/2023,15,13.3,M,22.8,Y,N,NA,0.83,
SS,EN,Baja,Punta Morro,5/8/2023,15,13.3,M,19.55,Y,N,NA,0.83,
SS,EN,Baja,Campo Kennedy,5/11/2023,9,1.75,As,18.2,Y,N,NA,0.5,
SS,EN,Baja,Campo Kennedy,5/11/2023,9,0.5,As,16.3,Y,N,NA,0.75,
SS,EN,Baja,Campo Kennedy,5/11/2023,9,0.5,As,15.8,Y,N,NA,0.75,
SS,EN,Baja,Campo Kennedy,5/11/2023,9,0,Ap,17,Y,N,NA,1,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,22.1,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,28.65,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,22.6,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,18.45,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,18.15,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,19.9,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,18.2,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,18,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,17.5,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,16.2,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,19.4,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,19.2,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,17.6,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,15.7,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,17.9,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,19.8,Y,Y,NA,0.76,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,20.75,Y,Y,NA,0.52,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,22.1,Y,Y,NA,0.52,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,19.4,Y,Y,NA,0.52,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,22,Y,Y,NA,0.52,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,17.3,Y,Y,NA,0.52,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,15.7,Y,Y,NA,0.52,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,As,11.7,Y,Y,NA,0.52,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,12.9,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,25.9,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,22,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,22.5,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,25,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,26.8,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,29.4,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,24.75,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,25.8,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,23.7,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,22.7,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,24.5,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,23.65,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,21.1,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,23.5,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,25.9,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,24.4,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,28.85,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,26.4,Y,Y,NA,0.82,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,9.8,Y,Y,NA,0.8,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,28,Y,Y,NA,0.8,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,25.7,Y,Y,NA,0.8,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,25.6,Y,Y,NA,0.8,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,23.4,Y,Y,NA,0.8,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,10.95,Y,Y,NA,0.8,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,20.7,Y,Y,NA,0.8,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,11.8,Y,Y,NA,0.8,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,12.45,Y,Y,NA,0.8,
SS,EN,Baja,Campo Kennedy,5/11/2023,NA,NA,M,13.85,Y,Y,NA,0.8,
SS,RB,Baja,La Chorera,5/15/2023,13,9.34,M,22.3,Y,N,NA,1.17,
SS,RB,Baja,La Chorera,5/15/2023,14,7.9,M,20.9,Y,N,NA,1.46,
SS,RB,Baja,La Chorera,5/15/2023,14,7.9,M,23.6,Y,N,NA,1.46,
SS,RB,Baja,La Chorera,5/15/2023,13,7.95,M,16.85,Y,N,NA,1.42,
SS,RB,Baja,La Chorera,5/15/2023,13,7.95,M,18.05,Y,N,NA,1.42,
SS,RB,Baja,La Chorera,5/15/2023,13,7.95,M,16.5,Y,N,NA,1.42,
SS,RB,Baja,La Chorera,5/15/2023,13,7.95,M,15.9,Y,N,NA,1.42,
SS,RB,Baja,La Chorera,5/15/2023,14,2.82,M,17.8,Y,N,NA,1.71,
SS,RB,Baja,La Chorera,5/15/2023,14,2.82,M,17.3,Y,N,NA,1.71,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,18.4,Y,Y,NA,1.77,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,17.5,Y,Y,NA,1.28,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,15.5,Y,Y,NA,1.28,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,16.8,Y,Y,NA,1.28,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,18.1,Y,Y,NA,1.28,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,16.4,Y,Y,NA,1.41,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,17.8,Y,Y,NA,1.41,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,21,Y,Y,NA,1.41,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,15.5,Y,Y,NA,1.43,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,15.3,Y,Y,NA,1.43,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,15.7,Y,Y,NA,1.43,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,14.9,Y,Y,NA,1.43,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,14.2,Y,Y,NA,1.43,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,14,Y,Y,NA,1.17,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,17.4,Y,Y,NA,1.17,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,17.4,Y,Y,NA,1.17,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,16.8,Y,Y,NA,1.17,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,14.6,Y,Y,NA,1.17,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,18.4,Y,Y,NA,1.17,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,17.5,Y,Y,NA,1.17,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,18.2,Y,Y,NA,1.17,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,19,Y,Y,NA,1.17,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,20,Y,Y,NA,1.17,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,15.1,Y,Y,NA,1.13,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,15.3,Y,Y,NA,1.13,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,17.9,Y,Y,NA,1.13,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,16.6,Y,Y,NA,1.13,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,14.5,Y,Y,NA,1.13,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,16.6,Y,Y,NA,1.13,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,13.3,Y,Y,NA,1.39,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,17.4,Y,Y,NA,1.39,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,16.1,Y,Y,NA,1.39,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,17.7,Y,Y,NA,1.57,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,18.8,Y,Y,NA,1.57,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,16.8,Y,Y,NA,1.57,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,16.5,Y,Y,NA,1.57,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,15,Y,Y,NA,1.57,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,18.3,Y,Y,NA,1.75,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,21.3,Y,Y,NA,1.75,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,20.8,Y,Y,NA,1.75,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,18.6,Y,Y,NA,1.75,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,19.2,Y,Y,NA,1.75,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,14.8,Y,Y,NA,1.75,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,18.5,Y,Y,NA,1.22,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,20.2,Y,Y,NA,1.22,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,16.1,Y,Y,NA,1.22,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,28.8,Y,Y,NA,1.23,
SS,RB,Baja,La Chorera,5/15/2023,NA,NA,M,31.4,Y,Y,NA,1.23,
SS,RB,Baja,La Chorera,5/15/2023,8,10.22,M,16.9,Y,N,NA,1.19,
SS,RB,Baja,La Chorera,5/15/2023,8,10.22,M,30,Y,N,NA,1.19,
SS,RB,Baja,La Chorera,5/15/2023,8,10.22,M,16.5,Y,N,NA,1.19,
SS,RB,Baja,La Chorera,5/15/2023,8,10.22,M,13.4,Y,N,NA,1.19,
SS,RB,Baja,La Chorera,5/15/2023,9,10.31,M,17,Y,N,NA,0.83,
SS,RB,Baja,La Chorera,5/15/2023,9,9.2,M,20.3,Y,N,NA,1.08,
SS,RB,Baja,La Chorera,5/15/2023,9,9.2,M,14.6,Y,N,NA,1.08,
SS,RB,Baja,La Chorera,5/15/2023,9,6.2,M,13.9,Y,N,NA,1.33,
SS,RB,Baja,La Chorera,5/15/2023,9,6.2,M,14.1,Y,N,NA,1.33,
SS,RB,Baja,La Chorera,5/15/2023,9,6.2,M,19.9,Y,N,NA,1.33,
SS,RB,Baja,La Chorera,5/15/2023,9,6.2,M,19.1,Y,N,NA,1.33,
SS,RB,Baja,La Chorera,5/15/2023,9,6.2,M,16.6,Y,N,NA,1.33,
SS,RB,Baja,La Chorera,5/15/2023,9,6.2,M,14.4,Y,N,NA,1.33,
SS,RB,Baja,La Chorera,5/15/2023,9,6.2,M,17.3,Y,N,NA,1.33,
SS,RB,Baja,La Chorera,5/15/2023,9,4.61,M,14,Y,N,NA,1.58,
SS,RB,Baja,La Chorera,5/15/2023,9,4.61,M,16.8,Y,N,NA,1.58,
SS,RB,Baja,La Chorera,5/15/2023,9,1.63,M,17,Y,N,NA,1.83,
SS,RB,Baja,La Chorera,5/15/2023,3,0,M,6.5,Y,N,NA,1.41,
SS,RB,Baja,La Chorera,5/15/2023,3,0,M,14.3,Y,N,NA,1.41,
SS,RB,Baja,La Chorera,5/15/2023,3,11.1,M,16.6,Y,N,NA,0.91,
SS,RB,Baja,La Chorera,5/15/2023,8,3,M,15.2,Y,N,NA,1.44,
SS,SR,SoCal,Heisler Park,10/16/2023,NA,NA,M,17.4,Y,Y,NA,1.06,
SS,SR,SoCal,Heisler Park,10/16/2023,NA,NA,M,29,Y,Y,NA,1.06,
SS,SR,SoCal,Heisler Park,10/16/2023,NA,NA,M,22.9,Y,Y,NA,1.06,
SS,SR,SoCal,Heisler Park,10/16/2023,NA,NA,M,30.45,Y,Y,NA,1.66,
SS,SR,SoCal,Heisler Park,10/16/2023,NA,NA,M,29.2,Y,Y,NA,1.66,
SS,SR,SoCal,Heisler Park,10/16/2023,NA,NA,M,29,Y,Y,NA,1.45,
SS,SR,SoCal,Heisler Park,10/16/2023,NA,NA,M,26.2,Y,Y,NA,1.45,
SS,SR,SoCal,Heisler Park,10/16/2023,NA,NA,M,27.4,Y,Y,NA,1.45,
SS,SR,SoCal,Heisler Park,10/16/2023,NA,NA,M,22.4,Y,Y,NA,1.45,
SS,SR,SoCal,Heisler Park,10/16/2023,NA,NA,M,26,Y,Y,NA,1.45,
SS,SR,SoCal,Heisler Park,10/16/2023,NA,NA,M,33.7,Y,Y,NA,1.45,
SS,SR,SoCal,Heisler Park,10/16/2023,NA,NA,M,24.9,Y,Y,NA,1.45,
SS,SR,SoCal,Heisler Park,10/16/2023,NA,NA,M,24.9,Y,Y,NA,1.39,
SS,SR,SoCal,Heisler Park,10/16/2023,NA,NA,M,35.1,Y,Y,NA,1.18,
SS,AM,SoCal,Swami's,10/18/2023,11,5.05,As,15.1,Y,N,NA,1.03,
SS,AM,SoCal,Swami's,10/18/2023,11,5.05,As,20.25,Y,N,NA,1.03,
SS,AM,SoCal,Swami's,10/18/2023,11,5.05,M,28.2,Y,N,NA,1.03,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,As,18.2,Y,Y,NA,0.85,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,23.5,Y,Y,NA,0.94,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,27.8,Y,Y,NA,0.94,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,30.7,Y,Y,NA,0.94,30
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,31.5,Y,Y,NA,0.94,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,As,17.95,Y,Y,NA,0.94,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,As,16.1,Y,Y,NA,1.02,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,30,Y,Y,NA,1.02,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,29.8,Y,Y,NA,1.02,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,30.3,Y,Y,NA,1.02,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,27.7,Y,Y,NA,1.02,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,28.3,Y,Y,NA,1.02,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,21.6,Y,Y,NA,1.02,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,28.7,Y,Y,NA,1.03,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,As,14.8,Y,Y,NA,1.08,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,25.3,Y,Y,NA,1.08,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,25.4,Y,Y,NA,1.08,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,15,Y,Y,NA,1.08,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,As,16.75,Y,Y,NA,1.05,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,As,18.6,Y,Y,NA,1.05,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,30.3,Y,Y,NA,1.05,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,20,Y,Y,NA,1.05,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,As,12.2,Y,Y,NA,0.78,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,As,17.5,Y,Y,NA,0.78,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,33.8,Y,Y,NA,1.06,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,14.25,Y,Y,NA,1.06,
SS,AM,SoCal,Swami's,10/18/2023,NA,NA,M,30.2,Y,Y,NA,1.06,
SS,AM,SoCal,Swami's,10/19/2023,NA,NA,M,28.5,Y,Y,NA,1.06,
SS,AM,SoCal,Swami's,10/20/2023,NA,NA,As,16.4,Y,Y,NA,1.06,
SS,AM,SoCal,Swami's,10/21/2023,NA,NA,As,16.25,Y,Y,NA,0.74,
SS,AM,SoCal,Swami's,10/21/2023,3,10.94,Rp,17.6,Y,N,NA,0.64,
SS,KS,SoCal,Dana Point,9/30/2023,23,2.52,As,17.65,Y,N,NA,0.65,
SS,KS,SoCal,Dana Point,9/30/2023,23,2.52,As,19.4,Y,N,NA,0.65,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,As,20.7,Y,Y,NA,0.62,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,As,22.2,Y,Y,NA,0.62,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,As,23.35,Y,Y,NA,0.62,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,M,32.4,Y,Y,NA,0.82,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,M,34.3,Y,Y,NA,0.82,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,M,35.5,Y,Y,NA,0.82,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,M,36.8,Y,Y,NA,0.82,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,M,31.7,Y,Y,NA,0.82,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,M,38.4,Y,Y,NA,0.74,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,As,23.7,Y,Y,NA,0.83,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,M,33.6,Y,Y,NA,1.15,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,M,30.1,Y,Y,NA,1.15,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,M,31.9,Y,Y,NA,1.03,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,M,34.35,Y,Y,NA,0.8,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,M,35.1,Y,Y,NA,0.8,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,M,36.3,Y,Y,NA,0.8,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,M,32.6,Y,Y,NA,0.82,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,M,34.8,Y,Y,NA,1.03,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,As,17.6,Y,Y,NA,0.59,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,As,19.25,Y,Y,NA,0.59,
SS,KS,SoCal,Dana Point,9/30/2023,NA,NA,As,20.1,Y,Y,NA,0.52,
SS,KS,SoCal,Dana Point,9/30/2023,2,0,Ne,30.9,Y,N,NA,1.01,
SS,KS,SoCal,Dana Point,9/30/2023,2,1.5,Rp,NA,Y,N,NA,0.51,Could not be measured
SS,KS,SoCal,Dana Point,9/30/2023,20,2.4,M,39.6,Y,N,NA,0.87,
SS,KS,SoCal,Dana Point,9/30/2023,20,2.4,M,33.1,Y,N,NA,0.87,
SS,KS,SoCal,Dana Point,9/30/2023,20,2.4,M,35.3,Y,N,NA,0.87,
SS,KS,SoCal,Dana Point,9/30/2023,20,2.4,As,22.2,Y,N,NA,0.87,
SS,KS,SoCal,Dana Point,9/30/2023,20,2.4,As,22.6,Y,N,NA,0.87,
KS,SS,SoCal,Dana Point,9/30/2023,20,2.4,M,27.45,Y,N,NA,0.87,
SS,KS,SoCal,Dana Point,9/30/2023,20,2.4,M,36.9,Y,N,NA,0.87,
SS,KS,SoCal,Dana Point,9/30/2023,20,3.39,Ne,26.6,Y,N,NA,0.62,
SS,AM,SoCal,Victoria Beach,10/1/2023,17,0,M,37.2,Y,N,NA,1.75,
SS,AM,SoCal,Victoria Beach,10/1/2023,17,0,M,31.4,Y,N,NA,1.75,
SS,AM,SoCal,Victoria Beach,10/1/2023,17,0,M,31.4,Y,N,NA,1.75,
SS,AM,SoCal,Victoria Beach,10/1/2023,17,0,Ne,21.1,Y,N,NA,1.75,
SS,AM,SoCal,Victoria Beach,10/1/2023,7,6.28,As,11.9,Y,N,NA,1.3,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,32.5,Y,Y,NA,1.59,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,31.2,Y,Y,NA,1.59,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,19.9,Y,Y,NA,1.47,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,25,Y,Y,NA,1.47,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,Ne,22.35,Y,Y,NA,1.47,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,24.6,Y,Y,NA,1.47,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,34.95,Y,Y,NA,1.49,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,30.7,Y,Y,NA,1.49,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,40.05,Y,Y,NA,1.62,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,30,Y,Y,NA,1.62,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,32.9,Y,Y,NA,1.62,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,As,14.9,Y,Y,NA,1.53,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,37.7,Y,Y,NA,1.53,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,32.3,Y,Y,NA,1.67,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,29.3,Y,Y,NA,1.67,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,Ne,12.4,Y,Y,NA,1.67,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,Ne,19.1,Y,Y,NA,1.67,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,31.2,Y,Y,NA,1.53,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,32.3,Y,Y,NA,1.42,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,37.9,Y,Y,NA,1.64,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,31.15,Y,Y,NA,1.8,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,As,17.75,Y,Y,NA,1.3,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,37.1,Y,Y,NA,1.43,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,20.2,Y,Y,NA,1.43,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,31.1,Y,Y,NA,1.56,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,31.9,Y,Y,NA,1.44,
SS,AM,SoCal,Victoria Beach,10/1/2023,NA,NA,M,20.3,Y,Y,NA,1.44,
SS,AM,SoCal,Goff Island,10/2/2023,10,8.42,M,24.05,Y,N,NA,1.52,
SS,AM,SoCal,Goff Island,10/2/2023,10,8.42,M,22.5,Y,N,NA,1.52,
SS,AM,SoCal,Goff Island,10/2/2023,10,8.42,M,34.4,Y,N,NA,1.52,
SS,AM,SoCal,Goff Island,10/2/2023,10,8.42,M,22.5,Y,N,NA,1.52,
SS,AM,SoCal,Goff Island,10/2/2023,10,8.42,M,24,Y,N,NA,1.52,
SS,AM,SoCal,Goff Island,10/2/2023,11,8.87,M,30,Y,N,NA,1.41,
SS,AM,SoCal,Goff Island,10/2/2023,15,5.86,M,24.25,Y,N,NA,1.37,
SS,AM,SoCal,Goff Island,10/2/2023,15,4.09,M,19.25,Y,N,NA,1.62,
SS,AM,SoCal,Goff Island,10/2/2023,17,7.6,M,26.4,Y,N,NA,1.14,
SS,AM,SoCal,Goff Island,10/2/2023,17,7.6,M,28,Y,N,NA,1.14,
SS,AM,SoCal,Goff Island,10/2/2023,17,7.6,M,21.55,Y,N,NA,1.14,
SS,AM,SoCal,Goff Island,10/2/2023,17,7.6,M,NA,Y,N,NA,1.14,unable to measure; stuck in crevice
SS,AM,SoCal,Goff Island,10/2/2023,17,7.6,M,23.3,Y,N,NA,1.14,
SS,AM,SoCal,Goff Island,10/2/2023,NA,NA,M,26.7,Y,Y,NA,1.22,
SS,AM,SoCal,Goff Island,10/2/2023,NA,NA,M,35,Y,Y,NA,1.28,
SS,AM,SoCal,Goff Island,10/2/2023,NA,NA,M,27.4,Y,Y,NA,1.28,
SS,AM,SoCal,Goff Island,10/2/2023,NA,NA,M,30.9,Y,Y,NA,1.28,measured as 30.09 in field; actually 30.9 because of the sensitivity of calipers
SS,AM,SoCal,Goff Island,10/2/2023,NA,NA,M,27.5,Y,Y,NA,1.28,
SS,AM,SoCal,Goff Island,10/2/2023,NA,NA,M,30.2,Y,Y,NA,1.28,see above note
SS,AM,SoCal,Goff Island,10/2/2023,NA,NA,M,37,Y,Y,NA,1.38,
SS,AM,SoCal,Goff Island,10/2/2023,NA,NA,M,26.4,Y,Y,NA,1.03,
SS,AM,SoCal,Goff Island,10/2/2023,NA,NA,M,27.9,Y,Y,NA,1.03,
SS,AM,SoCal,Goff Island,10/2/2023,NA,NA,M,26.4,Y,Y,NA,1.03,
